Tópico;ID;Classe;Descrição;Possíveis Causas;Sugestão de Correção
6.1.10 Tração e Rodas;472;Fault;Train Rear: TL3 Drive Internal Voltage Error;Falha em uma tensão interna do drive causada por variação da alimentação, queda momentânea, conexão de potência instável, falha na fonte interna ou defeito eletrônico do acionamento.;Verificar alimentação, aperto e integridade dos cabos e conectores de potência. Desenergizar e energizar conforme o procedimento de manutenção, observando se o erro reaparece. Se a alimentação estiver estável e o alarme persistir, registrar o diagnóstico e substituir o drive.
6.1.10 Tração e Rodas;473;Fault;Train Rear: TL3 Position Error;Desvio excessivo entre a posição comandada e a posição real por obstrução mecânica, sobrecarga, folga ou desacoplamento, falha de encoder, conexão de realimentação deficiente ou parametrização inadequada.;Verificar se o mecanismo está livre, alinhado e sem folgas anormais. Inspecionar acoplamentos, freio, encoder, cabos e conectores de realimentação. Confirmar referência e parâmetros de posição, executar a homogeneização ou referência prevista e testar o movimento em baixa solicitação.
6.1.10 Tração e Rodas;474;Fault;Train Rear: TL3 Motor Encoder Disconnected;Ausência do sinal do encoder do motor por conector solto, cabo rompido ou danificado, alimentação do sensor ausente, blindagem inadequada ou falha do próprio encoder.;"Inspecionar e reconectar o cabo do encoder, verificando pinos, continuidade, blindagem e fixação. Confirmar a alimentação e a leitura do sinal no diagnóstico. Corrigir o cabeamento ou substituir o encoder; se o sinal estiver correto e o alarme permanecer, avaliar a entrada do drive."
6.1.10 Tração e Rodas;475;Fault;Train Rear: TL3 Regen Failed;Falha no processo de regeneração por tensão elevada no barramento, circuito de dissipação interrompido, resistor de frenagem desconectado ou danificado, parâmetros incompatíveis ou defeito no estágio regenerativo do drive.;Verificar o circuito de frenagem regenerativa, conexões e integridade do elemento de dissipação. Confirmar a alimentação e os parâmetros de desaceleração. Corrigir cabos ou componentes danificados, rearmar e testar. Persistindo a falha, avaliar o estágio de potência do drive.
6.1.10 Tração e Rodas;476;Fault;Train Rear: TL3 Safe Torque Off（STO）;Função de torque seguro ativa por acionamento de emergência, circuito de segurança aberto, ausência ou discrepância entre canais de segurança, falha de contato, cabo ou conector, ou entrada de segurança do drive não habilitada.;Confirmar que a área está segura e que todos os dispositivos de emergência foram liberados. Verificar os dois canais do circuito de segurança, contatos, cabos, conectores e sinais de habilitação. Eliminar a falha, executar o rearme de segurança e somente então reabilitar o movimento.
6.1.10 Tração e Rodas;477;Fault;Train Rear: TL3 Bad FPGA;Falha interna de hardware ou firmware no drive, possivelmente associada a inicialização incorreta, alimentação instável, corrupção de firmware ou defeito eletrônico.;Verificar a qualidade da alimentação e executar uma reinicialização controlada. Registrar o código de diagnóstico e conferir a versão e a integridade da configuração. Se o erro retornar, retirar o eixo de operação e substituir ou encaminhar o drive para avaliação técnica.
6.1.10 Tração e Rodas;478;Fault;Train Rear: TL3 Parameter Read Failed;Falha na leitura dos parâmetros do drive por memória corrompida, arquivo de configuração incompatível, interrupção durante a inicialização, comunicação instável ou defeito interno de memória.;Reinicializar o acionamento de forma controlada e verificar a comunicação com o controlador. Restaurar os parâmetros aprovados para o eixo e confirmar a gravação. Se a leitura continuar falhando, preservar o diagnóstico e substituir o drive ou sua memória conforme o procedimento.
6.1.10 Tração e Rodas;479;Fault;Train Rear: TL3 Motor Encoder Multi-turn Error;Informação multivoltas do encoder absoluto inválida por perda de referência, falha de alimentação de retenção, cabo ou conector defeituoso, configuração incorreta ou defeito do encoder.;Inspecionar alimentação, cabo, conector e sinal do encoder absoluto. Confirmar a configuração e executar o procedimento de referência previsto para o eixo. Se a informação multivoltas não for recuperada, substituir o encoder e validar novamente a posição antes de liberar o movimento.
6.1.10 Tração e Rodas;480;Fault;Train Rear: TL3 Motor Stall Protection;Proteção por motor bloqueado, causada por travamento mecânico, carga excessiva, freio não liberado, comando sem movimento, falha de fase, problema de realimentação ou parâmetros de torque inadequados.;Parar o equipamento, remover a carga ou obstrução e verificar se o mecanismo se movimenta livremente. Conferir liberação do freio, cabos do motor, encoder e parâmetros de torque. Rearmar somente após eliminar a causa e testar o eixo com carga reduzida.
6.1.10 Tração e Rodas;481;Fault;Train Rear: TL3 Drive Power Module Over Temperature;Temperatura elevada no módulo de potência por corrente excessiva, ventilação deficiente, dissipação térmica inadequada, ciclos severos, temperatura ambiente elevada ou degradação do módulo.;Desabilitar o movimento e aguardar o resfriamento. Limpar o conjunto, verificar ventilação, montagem e dissipação térmica, além da carga e do ciclo do eixo. Após normalizar, testar o acionamento. Se o alarme retornar, avaliar o módulo de potência ou substituir o drive.
6.1.10 Tração e Rodas;482;Fault;Train Rear: TL3 N Limit;Limite de curso negativo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.10 Tração e Rodas;483;Fault;Train Rear: TL3 P Limit;Limite de curso positivo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.10 Tração e Rodas;484;Fault;Train Rear: TL3 N&P Limit;Ativação simultânea dos limites positivo e negativo, normalmente causada por falha de cabeamento, curto entre entradas, sensores acionados simultaneamente, alimentação incorreta ou configuração incompatível.;Não movimentar o eixo até localizar a causa. Verificar os dois sensores de limite, alvos, cabos, conectores e estados das entradas. Corrigir curto, inversão ou parametrização e confirmar que apenas o sinal correspondente à posição física permanece ativo.
6.1.10 Tração e Rodas;485;Fault;Train Rear: TL3 Current Foldback;Redução automática de corrente pelo drive devido a sobrecarga, aquecimento, operação prolongada em alto torque, travamento parcial, parametrização inadequada ou condição de proteção do estágio de potência.;"Verificar carga, atrito, alinhamento e liberdade mecânica do eixo. Confirmar temperatura e ventilação do motor e do drive, além dos parâmetros de corrente e aceleração. Corrigir a condição de esforço excessivo e testar o movimento; persistindo, avaliar motor e drive."
6.1.10 Tração e Rodas;486;Fault;Train Rear: TL3 Move @ Disabled;Comando de movimento recebido enquanto o drive estava desabilitado por ausência de habilitação, função de segurança ativa, sequência de partida incompleta, falha de comunicação ou lógica de comando inconsistente.;Verificar a sequência de habilitação, permissivos, circuito de segurança e estado de comunicação. Eliminar a condição que mantém o drive desabilitado e cancelar comandos pendentes. Após o rearme correto, emitir novo comando e confirmar a resposta do eixo.
6.1.10 Tração e Rodas;487;Fault;Train Rear: TL3 Drive Low Voltage;Tensão insuficiente no barramento do drive por bateria descarregada, proteção do BMS ativa, disjuntor aberto, queda de tensão em cabos ou conectores, alimentação instável ou consumo excessivo.;Verificar o estado da bateria e os eventos do BMS, além dos dispositivos de proteção, cabos e conexões de potência. Corrigir quedas de tensão ou mau contato, recarregar a bateria quando necessário e testar o acionamento sob carga. Persistindo, avaliar o drive.
6.1.10 Tração e Rodas;488;Fault;Train Rear: TL3 Blank Q Segment;Segmento de movimento ausente ou inválido na fila do drive, causado por comando incompleto, sequência de trajetória incorreta, perda de comunicação, parâmetro incompatível ou falha de sincronização com o controlador.;Interromper o ciclo e limpar a sequência de movimento conforme o procedimento. Verificar comunicação, comandos enviados e parâmetros de trajetória. Reinicializar o eixo, reenviar a referência e testar. Se recorrente, analisar o registro do controlador e a configuração do movimento.
6.1.10 Tração e Rodas;489;Fault;Train Rear: TL3 Velocity Limit;Limite de velocidade atingido ou excedido por comando acima do permitido, escala incorreta, parâmetro inadequado, realimentação de velocidade instável ou movimento mecânico não controlado.;Verificar o valor comandado, escalas e parâmetros de velocidade e aceleração. Inspecionar encoder, acoplamento e mecanismo para eliminar instabilidade. Corrigir a configuração, executar referência quando necessária e testar o eixo dentro das condições previstas.
6.1.10 Tração e Rodas;490;Fault;Train Rear: TL3 Drive Power Phase Lost;Interrupção em uma fase de potência entre drive e motor, causada por cabo rompido, conector solto, terminal danificado, falha de enrolamento ou defeito no estágio de saída do drive.;"Desenergizar o circuito e verificar continuidade, aperto e integridade dos cabos e conectores do motor. Medir os enrolamentos e comparar as fases. Corrigir o cabeamento ou substituir o motor; se as fases estiverem normais, avaliar o estágio de potência do drive."
6.1.10 Tração e Rodas;491;Fault;Train Rear: TL3 Emergency Stop;Comando de parada de emergência presente no drive devido a dispositivo acionado, circuito de segurança aberto, falha de contato ou cabeamento, ou sequência de rearme não concluída.;Colocar o equipamento em condição segura, identificar e liberar o dispositivo acionado e verificar o circuito de segurança. Confirmar contatos, cabos, conectores e permissivos. Executar o rearme previsto somente após eliminar a causa e inspecionar a área.
6.1.10 Tração e Rodas;492;Fault;Train Rear: TL3 Abs.Encoder Battery;Bateria de retenção do encoder absoluto com carga baixa, desconectada ou defeituosa, podendo comprometer a preservação da posição quando a alimentação principal é removida.;Verificar a condição e a conexão da bateria de retenção associada ao encoder. Substituí-la conforme o procedimento do fabricante, mantendo a referência quando aplicável. Em seguida, confirmar a posição absoluta e executar nova referência antes de liberar o eixo.
6.1.10 Tração e Rodas;493;Fault;Train Rear: TL3 Abs.Position Lost Warning;Referência de posição absoluta perdida por falha ou substituição da bateria de retenção, desconexão do encoder, interrupção prolongada de alimentação, alteração de parâmetros ou substituição do componente.;Inspecionar encoder, bateria de retenção, cabo e conectores. Restaurar os parâmetros aprovados e executar o procedimento de referência do eixo. Validar os limites e a posição real antes de retornar ao modo automático.
6.1.10 Tração e Rodas;494;Fault;Train Rear: TL3 Abs Position Overflow;Valor de posição absoluta fora da faixa de contagem por excesso de voltas, escala ou relação mecânica incorreta, referência inadequada ou dados inválidos do encoder.;Verificar a posição física, escala, relação mecânica e parâmetros do encoder. Corrigir a configuração, zerar ou referenciar o eixo conforme o procedimento e validar os limites de curso. Se o valor continuar incoerente, avaliar o encoder e o drive.
6.1.10 Tração e Rodas;495;Fault;Train Rear: TL3 Motor Over Temperature;Temperatura elevada do motor devido a sobrecarga, travamento, freio parcialmente aplicado, ciclos intensos, ventilação insuficiente, falha do sensor térmico ou degradação do motor.;Parar o eixo e aguardar o resfriamento. Verificar carga, liberdade mecânica, freio, ventilação, cabos e leitura do sensor térmico. Corrigir a causa e testar com carga reduzida. Se o aquecimento ou o alarme retornar, avaliar ou substituir o motor.
6.1.10 Tração e Rodas;496;Fault;Train Rear: TL3 Drive Voltage Warning;Advertência de tensão no drive por alimentação próxima dos limites operacionais, oscilação da bateria, queda em cabos e conectores, regeneração elevada ou instabilidade no circuito de potência.;Verificar a alimentação durante o movimento, o estado da bateria e do BMS, dispositivos de proteção e conexões de potência. Corrigir mau contato ou queda de tensão e revisar as condições de aceleração e desaceleração. Monitorar o drive após o teste.
6.1.10 Tração e Rodas;497;Fault;Train Rear: TL3 Save Failed;Falha ao gravar parâmetros no drive por queda de alimentação, memória indisponível ou danificada, proteção de escrita, arquivo incompatível ou interrupção da comunicação durante a gravação.;Estabilizar a alimentação e repetir a gravação com o eixo parado. Verificar comunicação, permissões e compatibilidade do conjunto de parâmetros. Confirmar a leitura após salvar. Se a falha persistir, preservar os dados de diagnóstico e substituir o drive.
6.1.10 Tração e Rodas;498;Fault;Train Rear: TL3 Other Error;Falha interna ou condição não categorizada pelo texto do alarme, podendo estar associada a alimentação, comunicação, parametrização, hardware do drive ou dispositivo conectado.;Consultar o código detalhado no diagnóstico do drive, registrar o estado no momento da falha e verificar alimentação, comunicação, cabos e parâmetros. Executar reinicialização controlada. Se o código persistir, seguir o diagnóstico específico ou substituir o componente afetado.
6.1.10 Tração e Rodas;500;Fault;Wheels: Agv Stopped by Master Controller;O veículo recebeu comando de parada do controlador mestre por gerenciamento de tráfego, bloqueio de rota, condição de processo, intertravamento, segurança ou perda de dados válidos.;Confirmar no sistema mestre o motivo da parada, verificar rota, tráfego, permissivos e condições de processo e segurança. Restabelecer a comunicação ou remover o bloqueio autorizado. Liberar o veículo somente após o comando de retomada e validação da área.
6.1.10 Tração e Rodas;501;Fault;Wheels: STO Failure Drive 60TL1;Falha na função de torque seguro do drive por ausência ou discrepância entre canais de segurança, emergência acionada, contato ou relé defeituoso, cabo ou conector interrompido, sequência de rearme incompleta ou entrada de segurança do drive com falha.;Colocar o veículo em condição segura, liberar os dispositivos de emergência e verificar os dois canais do circuito de torque seguro, contatos, relés, cabos, conectores e sinais de habilitação. Corrigir a discrepância, executar o rearme de segurança e testar a parada antes de liberar o movimento.
6.1.10 Tração e Rodas;502;Fault;Wheels: STO Failure Drive 60TL1;Falha na função de torque seguro do drive por ausência ou discrepância entre canais de segurança, emergência acionada, contato ou relé defeituoso, cabo ou conector interrompido, sequência de rearme incompleta ou entrada de segurança do drive com falha.;Colocar o veículo em condição segura, liberar os dispositivos de emergência e verificar os dois canais do circuito de torque seguro, contatos, relés, cabos, conectores e sinais de habilitação. Corrigir a discrepância, executar o rearme de segurança e testar a parada antes de liberar o movimento.
6.1.10 Tração e Rodas;503;Fault;Wheels: STO Failure Drive 61TL1;Falha na função de torque seguro do drive por ausência ou discrepância entre canais de segurança, emergência acionada, contato ou relé defeituoso, cabo ou conector interrompido, sequência de rearme incompleta ou entrada de segurança do drive com falha.;Colocar o veículo em condição segura, liberar os dispositivos de emergência e verificar os dois canais do circuito de torque seguro, contatos, relés, cabos, conectores e sinais de habilitação. Corrigir a discrepância, executar o rearme de segurança e testar a parada antes de liberar o movimento.
6.1.10 Tração e Rodas;504;Fault;Wheels: STO Failure Drive 62TL1;Falha na função de torque seguro do drive por ausência ou discrepância entre canais de segurança, emergência acionada, contato ou relé defeituoso, cabo ou conector interrompido, sequência de rearme incompleta ou entrada de segurança do drive com falha.;Colocar o veículo em condição segura, liberar os dispositivos de emergência e verificar os dois canais do circuito de torque seguro, contatos, relés, cabos, conectores e sinais de habilitação. Corrigir a discrepância, executar o rearme de segurança e testar a parada antes de liberar o movimento.
6.1.10 Tração e Rodas;505;Fault;Wheels: STO Failure Drive 63TL1;Falha na função de torque seguro do drive por ausência ou discrepância entre canais de segurança, emergência acionada, contato ou relé defeituoso, cabo ou conector interrompido, sequência de rearme incompleta ou entrada de segurança do drive com falha.;Colocar o veículo em condição segura, liberar os dispositivos de emergência e verificar os dois canais do circuito de torque seguro, contatos, relés, cabos, conectores e sinais de habilitação. Corrigir a discrepância, executar o rearme de segurança e testar a parada antes de liberar o movimento.
6.1.10 Tração e Rodas;506;Fault;Wheels: Brake 60TL1 - Not Open;O freio não abriu após o comando, possivelmente por mecanismo travado, bobina sem alimentação, relé ou contato de comando defeituoso, cabo ou conector danificado, ajuste mecânico incorreto ou sinal de retorno inconsistente.;Imobilizar o veículo e verificar o mecanismo do freio, alimentação da bobina, relés, contatos, cabos e conectores. Confirmar a liberação mecânica e o sinal de retorno quando existente. Corrigir o ajuste ou substituir o componente e testar repetidamente antes de liberar a tração.
6.1.10 Tração e Rodas;507;Fault;Wheels: Brake 62TL1 - Not Open;O freio não abriu após o comando, possivelmente por mecanismo travado, bobina sem alimentação, relé ou contato de comando defeituoso, cabo ou conector danificado, ajuste mecânico incorreto ou sinal de retorno inconsistente.;Imobilizar o veículo e verificar o mecanismo do freio, alimentação da bobina, relés, contatos, cabos e conectores. Confirmar a liberação mecânica e o sinal de retorno quando existente. Corrigir o ajuste ou substituir o componente e testar repetidamente antes de liberar a tração.
6.1.10 Tração e Rodas;508;Fault;Wheels: Brake 60TL1 - Not Close;O freio não fechou após o comando, possivelmente por mecanismo travado, bobina sem alimentação, relé ou contato de comando defeituoso, cabo ou conector danificado, ajuste mecânico incorreto ou sinal de retorno inconsistente.;Imobilizar o veículo e verificar o mecanismo do freio, alimentação da bobina, relés, contatos, cabos e conectores. Confirmar a aplicação mecânica e o sinal de retorno quando existente. Corrigir o ajuste ou substituir o componente e testar repetidamente antes de liberar a tração.
6.1.10 Tração e Rodas;509;Fault;Wheels: Brake 62TL1 - Not Close;O freio não fechou após o comando, possivelmente por mecanismo travado, bobina sem alimentação, relé ou contato de comando defeituoso, cabo ou conector danificado, ajuste mecânico incorreto ou sinal de retorno inconsistente.;Imobilizar o veículo e verificar o mecanismo do freio, alimentação da bobina, relés, contatos, cabos e conectores. Confirmar a aplicação mecânica e o sinal de retorno quando existente. Corrigir o ajuste ou substituir o componente e testar repetidamente antes de liberar a tração.
6.1.11 Elevação;532;Fault;Lift - FL Control: Fault to follow Position Target During Movement;A posição real do mecanismo de elevação não acompanhou o alvo durante o movimento por obstrução, sobrecarga, desalinhamento, freio não liberado, falha do drive ou motor, perda de encoder ou diferença mecânica entre os pontos de elevação.;Parar o movimento e apoiar a carga em condição segura. Verificar obstruções, carga, alinhamento, transmissão, freio, motor, drive, encoder, cabos e conectores. Corrigir a causa, referenciar o eixo e testar sem carga ou com carga controlada antes de liberar.
6.1.11 Elevação;533;Warnings;Lift - FL Control: Warning to follow Position Target During Movement;O mecanismo de elevação apresentou desvio crescente entre posição real e alvo, indicando sobrecarga, atrito, desalinhamento, início de travamento, freio parcialmente liberado, realimentação instável ou ajuste inadequado.;Interromper o ciclo de forma segura e verificar carga, alinhamento, transmissão, freio, encoder e conexões. Confirmar parâmetros de movimento e sincronismo, referenciar o eixo quando necessário e testar sob condição controlada para evitar evolução para falha.
6.1.11 Elevação;562;Fault;Lift - FR Control: Fault to follow Position Target During Movement;A posição real do mecanismo de elevação não acompanhou o alvo durante o movimento por obstrução, sobrecarga, desalinhamento, freio não liberado, falha do drive ou motor, perda de encoder ou diferença mecânica entre os pontos de elevação.;Parar o movimento e apoiar a carga em condição segura. Verificar obstruções, carga, alinhamento, transmissão, freio, motor, drive, encoder, cabos e conectores. Corrigir a causa, referenciar o eixo e testar sem carga ou com carga controlada antes de liberar.
6.1.11 Elevação;563;Warnings;Lift - FR Control: Warning to follow Position Target During Movement;O mecanismo de elevação apresentou desvio crescente entre posição real e alvo, indicando sobrecarga, atrito, desalinhamento, início de travamento, freio parcialmente liberado, realimentação instável ou ajuste inadequado.;Interromper o ciclo de forma segura e verificar carga, alinhamento, transmissão, freio, encoder e conexões. Confirmar parâmetros de movimento e sincronismo, referenciar o eixo quando necessário e testar sob condição controlada para evitar evolução para falha.
6.1.11 Elevação;592;Fault;Lift - RL Control: Fault to follow Position Target During Movement;A posição real do mecanismo de elevação não acompanhou o alvo durante o movimento por obstrução, sobrecarga, desalinhamento, freio não liberado, falha do drive ou motor, perda de encoder ou diferença mecânica entre os pontos de elevação.;Parar o movimento e apoiar a carga em condição segura. Verificar obstruções, carga, alinhamento, transmissão, freio, motor, drive, encoder, cabos e conectores. Corrigir a causa, referenciar o eixo e testar sem carga ou com carga controlada antes de liberar.
6.1.11 Elevação;593;Warnings;Lift - RL Control: Warning to follow Position Target During Movement;O mecanismo de elevação apresentou desvio crescente entre posição real e alvo, indicando sobrecarga, atrito, desalinhamento, início de travamento, freio parcialmente liberado, realimentação instável ou ajuste inadequado.;Interromper o ciclo de forma segura e verificar carga, alinhamento, transmissão, freio, encoder e conexões. Confirmar parâmetros de movimento e sincronismo, referenciar o eixo quando necessário e testar sob condição controlada para evitar evolução para falha.
6.1.11 Elevação;622;Fault;Lift - RR Control: Fault to follow Position Target During Movement;A posição real do mecanismo de elevação não acompanhou o alvo durante o movimento por obstrução, sobrecarga, desalinhamento, freio não liberado, falha do drive ou motor, perda de encoder ou diferença mecânica entre os pontos de elevação.;Parar o movimento e apoiar a carga em condição segura. Verificar obstruções, carga, alinhamento, transmissão, freio, motor, drive, encoder, cabos e conectores. Corrigir a causa, referenciar o eixo e testar sem carga ou com carga controlada antes de liberar.
6.1.11 Elevação;623;Warnings;Lift - RR Control: Warning to follow Position Target During Movement;O mecanismo de elevação apresentou desvio crescente entre posição real e alvo, indicando sobrecarga, atrito, desalinhamento, início de travamento, freio parcialmente liberado, realimentação instável ou ajuste inadequado.;Interromper o ciclo de forma segura e verificar carga, alinhamento, transmissão, freio, encoder e conexões. Confirmar parâmetros de movimento e sincronismo, referenciar o eixo quando necessário e testar sob condição controlada para evitar evolução para falha.
6.1.11 Elevação;652;Fault;Lift - FL: TL5 Drive Over Current;Corrente elevada no acionamento por sobrecarga mecânica, travamento do conjunto, aceleração excessiva, curto ou mau contato nos cabos do motor, falha de isolamento ou defeito interno no motor ou no drive.;Imobilizar o veículo, verificar se o eixo se movimenta livremente e remover travamentos ou excesso de carga. Inspecionar cabos, conectores e isolamento do motor, conferir alimentação e parâmetros de movimento e, após eliminar a causa, rearmar o acionamento. Substituir o motor ou o drive somente após diagnóstico.
6.1.11 Elevação;653;Fault;Lift - FL: TL5 Drive Over Voltage;Tensão elevada no barramento do acionamento, provocada por alimentação fora da faixa, energia regenerativa não dissipada, falha no circuito de frenagem regenerativa, conexão deficiente ou defeito interno no drive.;"Verificar a estabilidade da alimentação e as conexões de potência. Inspecionar o circuito de dissipação de energia, incluindo cabeamento e resistor de frenagem quando aplicável, e confirmar os parâmetros de desaceleração. Corrigir a causa antes de rearmar; persistindo o alarme, avaliar o drive."
6.1.11 Elevação;654;Fault;Lift - FL: TL5 Drive Over Temperature;Temperatura interna elevada no drive devido a carga excessiva, ciclos repetitivos, ventilação insuficiente, acúmulo de sujeira, temperatura ambiente elevada ou degradação do acionamento.;Parar o equipamento e aguardar o resfriamento em condição segura. Verificar ventilação, limpeza, fixação, circulação de ar e carga mecânica do eixo. Confirmar se o ciclo de operação está adequado e rearmar após normalização. Se o aquecimento retornar, avaliar o drive.
6.1.11 Elevação;655;Fault;Lift - FL: TL5 Drive Internal Voltage Error;Falha em uma tensão interna do drive causada por variação da alimentação, queda momentânea, conexão de potência instável, falha na fonte interna ou defeito eletrônico do acionamento.;Verificar alimentação, aperto e integridade dos cabos e conectores de potência. Desenergizar e energizar conforme o procedimento de manutenção, observando se o erro reaparece. Se a alimentação estiver estável e o alarme persistir, registrar o diagnóstico e substituir o drive.
6.1.11 Elevação;656;Fault;Lift - FL: TL5 Position Error;Desvio excessivo entre a posição comandada e a posição real por obstrução mecânica, sobrecarga, folga ou desacoplamento, falha de encoder, conexão de realimentação deficiente ou parametrização inadequada.;Verificar se o mecanismo está livre, alinhado e sem folgas anormais. Inspecionar acoplamentos, freio, encoder, cabos e conectores de realimentação. Confirmar referência e parâmetros de posição, executar a homogeneização ou referência prevista e testar o movimento em baixa solicitação.
6.1.11 Elevação;657;Fault;Lift - FL: TL5 Motor Encoder Disconnected;Ausência do sinal do encoder do motor por conector solto, cabo rompido ou danificado, alimentação do sensor ausente, blindagem inadequada ou falha do próprio encoder.;"Inspecionar e reconectar o cabo do encoder, verificando pinos, continuidade, blindagem e fixação. Confirmar a alimentação e a leitura do sinal no diagnóstico. Corrigir o cabeamento ou substituir o encoder; se o sinal estiver correto e o alarme permanecer, avaliar a entrada do drive."
6.1.11 Elevação;658;Fault;Lift - FL: TL5 Regen Failed;Falha no processo de regeneração por tensão elevada no barramento, circuito de dissipação interrompido, resistor de frenagem desconectado ou danificado, parâmetros incompatíveis ou defeito no estágio regenerativo do drive.;Verificar o circuito de frenagem regenerativa, conexões e integridade do elemento de dissipação. Confirmar a alimentação e os parâmetros de desaceleração. Corrigir cabos ou componentes danificados, rearmar e testar. Persistindo a falha, avaliar o estágio de potência do drive.
6.1.11 Elevação;659;Fault;Lift - FL: TL5 Safe Torque Off（STO）;Função de torque seguro ativa por acionamento de emergência, circuito de segurança aberto, ausência ou discrepância entre canais de segurança, falha de contato, cabo ou conector, ou entrada de segurança do drive não habilitada.;Confirmar que a área está segura e que todos os dispositivos de emergência foram liberados. Verificar os dois canais do circuito de segurança, contatos, cabos, conectores e sinais de habilitação. Eliminar a falha, executar o rearme de segurança e somente então reabilitar o movimento.
6.1.11 Elevação;660;Fault;Lift - FL: TL5 Bad FPGA;Falha interna de hardware ou firmware no drive, possivelmente associada a inicialização incorreta, alimentação instável, corrupção de firmware ou defeito eletrônico.;Verificar a qualidade da alimentação e executar uma reinicialização controlada. Registrar o código de diagnóstico e conferir a versão e a integridade da configuração. Se o erro retornar, retirar o eixo de operação e substituir ou encaminhar o drive para avaliação técnica.
6.1.11 Elevação;661;Fault;Lift - FL: TL5 Parameter Read Failed;Falha na leitura dos parâmetros do drive por memória corrompida, arquivo de configuração incompatível, interrupção durante a inicialização, comunicação instável ou defeito interno de memória.;Reinicializar o acionamento de forma controlada e verificar a comunicação com o controlador. Restaurar os parâmetros aprovados para o eixo e confirmar a gravação. Se a leitura continuar falhando, preservar o diagnóstico e substituir o drive ou sua memória conforme o procedimento.
6.1.11 Elevação;662;Fault;Lift - FL: TL5 Motor Encoder Multi-turn Error;Informação multivoltas do encoder absoluto inválida por perda de referência, falha de alimentação de retenção, cabo ou conector defeituoso, configuração incorreta ou defeito do encoder.;Inspecionar alimentação, cabo, conector e sinal do encoder absoluto. Confirmar a configuração e executar o procedimento de referência previsto para o eixo. Se a informação multivoltas não for recuperada, substituir o encoder e validar novamente a posição antes de liberar o movimento.
6.1.11 Elevação;663;Fault;Lift - FL: TL5 Motor Stall Protection;Proteção por motor bloqueado, causada por travamento mecânico, carga excessiva, freio não liberado, comando sem movimento, falha de fase, problema de realimentação ou parâmetros de torque inadequados.;Parar o equipamento, remover a carga ou obstrução e verificar se o mecanismo se movimenta livremente. Conferir liberação do freio, cabos do motor, encoder e parâmetros de torque. Rearmar somente após eliminar a causa e testar o eixo com carga reduzida.
6.1.11 Elevação;664;Fault;Lift - FL: TL5 Drive Power Module Over Temperature;Temperatura elevada no módulo de potência por corrente excessiva, ventilação deficiente, dissipação térmica inadequada, ciclos severos, temperatura ambiente elevada ou degradação do módulo.;Desabilitar o movimento e aguardar o resfriamento. Limpar o conjunto, verificar ventilação, montagem e dissipação térmica, além da carga e do ciclo do eixo. Após normalizar, testar o acionamento. Se o alarme retornar, avaliar o módulo de potência ou substituir o drive.
6.1.11 Elevação;665;Fault;Lift - FL: TL5 N Limit;Limite de curso negativo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.11 Elevação;666;Fault;Lift - FL: TL5 P Limit;Limite de curso positivo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.11 Elevação;667;Fault;Lift - FL: TL5 N&P Limit;Ativação simultânea dos limites positivo e negativo, normalmente causada por falha de cabeamento, curto entre entradas, sensores acionados simultaneamente, alimentação incorreta ou configuração incompatível.;Não movimentar o eixo até localizar a causa. Verificar os dois sensores de limite, alvos, cabos, conectores e estados das entradas. Corrigir curto, inversão ou parametrização e confirmar que apenas o sinal correspondente à posição física permanece ativo.
6.1.11 Elevação;668;Fault;Lift - FL: TL5 Current Foldback;Redução automática de corrente pelo drive devido a sobrecarga, aquecimento, operação prolongada em alto torque, travamento parcial, parametrização inadequada ou condição de proteção do estágio de potência.;"Verificar carga, atrito, alinhamento e liberdade mecânica do eixo. Confirmar temperatura e ventilação do motor e do drive, além dos parâmetros de corrente e aceleração. Corrigir a condição de esforço excessivo e testar o movimento; persistindo, avaliar motor e drive."
